name,quantity,unit,price,currency,date,reseller,zipcode
Boltens Alt,"20 x 0,5",L,"15,99",€,24/08/2024,Flaschenpost,22159
Boltens Alt,"20 x 0,33",L,"14,49",€,24/08/2024,Flaschenpost,22159
Boltens Ur-Alt,"20 x 0,33",L,"15,99",€,24/08/2024,Flaschenpost,22159
Schlösser Alt,"20 x 0,5",L,"15,99",€,24/08/2024,Flaschenpost,22159
Diebels Alt,"20 x 0,5",L,"19,99",€,24/08/2024,Flaschenpost,22159
Brauerei Königshof Alt,"20 x 0,5",L,"12,99",€,24/08/2024,Flaschenpost,22159
Hannen Alt,"20 x 0,33",L,"14,49",€,24/08/2024,Flaschenpost,22159
Füchschen Alt,"20 x 0,33",L,Out of stock,,24/08/2024,Flaschenpost,22159
Frankenheim Alt,"20 x 0,5",L,Out of stock,,24/08/2024,Flaschenpost,22159
