name,quantity,unit,price,currency,date,reseller,zipcode
Diebels Alt,"20 x 0,5",L,"19,99",€,24/08/2024,Flaschenpost,22159
Schlösser Alt,"20 x 0,5",L,"15,99",€,24/08/2024,Flaschenpost,22159
Frankenheim Alt,"20 x 0,5",L,"16,99",€,24/08/2024,Flaschenpost,22159
